Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Quebec,MRI Scan,50th Percentile,2019,Hours,1152.0
Provincial,Quebec,MRI Scan,Volume,2019,Number of cases,0.0
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2019,Hours,960.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2019,Number of cases,759.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2019,Hours,235.20000000000002
Provincial,Quebec,Radiation Therapy,Volume,2019,Number of cases,12942.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2019,Hours,384.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2019,Number of cases,317.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2019,Hours,444.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2019,Number of cases,396.0
Provincial,Saskatchewan,CABG,50th Percentile,2019,Hours,96.0
Provincial,Saskatchewan,CABG,Volume,2019,Number of cases,177.0
Provincial,Saskatchewan,Cataract surgery,50th Percentile,2019,Hours,2040.0
Provincial,Saskatchewan,Cataract surgery,Volume,2019,Number of cases,4091.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2019,Hours,384.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2019,Number of cases,179.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2019,Hours,600.0
Provincial,Saskatchewan,CT Scan,Volume,2019,Number of cases,24733.0
Provincial,Saskatchewan,Hip Fracture Repair,50th Percentile,2019,Hours,26.666666666666668
Provincial,Saskatchewan,Hip Fracture Repair,Volume,2019,Number of cases,527.0
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,25.108333335
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,0.0
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2019,Hours,4656.0
Provincial,Saskatchewan,Hip Replacement,Volume,2019,Number of cases,874.0
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2019,Hours,6108.0
Provincial,Saskatchewan,Knee Replacement,Volume,2019,Number of cases,1358.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2019,Hours,324.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2019,Number of cases,80.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2019,Hours,1152.0
Provincial,Saskatchewan,MRI Scan,Volume,2019,Number of cases,12044.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2019,Hours,1032.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2019,Number of cases,80.0
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2019,Hours,192.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2019,Number of cases,1079.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2020,Hours,480.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2020,Number of cases,1024.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2020,Hours,360.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2020,Number of cases,1513.0
Provincial,Alberta,CABG,50th Percentile,2020,Hours,192.0
Provincial,Alberta,CABG,Volume,2020,Number of cases,419.0
Provincial,Alberta,Cataract surgery,50th Percentile,2020,Hours,4392.0
Provincial,Alberta,Cataract surgery,Volume,2020,Number of cases,10424.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2020,Hours,480.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2020,Number of cases,638.0
Provincial,Alberta,CT Scan,50th Percentile,2020,Hours,744.0
Provincial,Alberta,CT Scan,Volume,2020,Number of cases,80834.0
Provincial,Alberta,Hip Fracture Repair,50th Percentile,2020,Hours,17.708333333333332
Provincial,Alberta,Hip Fracture Repair,Volume,2020,Number of cases,1464.0
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,23.833333333333332
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,1354.0
Provincial,Alberta,Hip Replacement,50th Percentile,2020,Hours,4488.0
Provincial,Alberta,Hip Replacement,Volume,2020,Number of cases,1584.0
Provincial,Alberta,Knee Replacement,50th Percentile,2020,Hours,5208.0
Provincial,Alberta,Knee Replacement,Volume,2020,Number of cases,2082.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2020,Hours,528.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2020,Number of cases,342.0
Provincial,Alberta,MRI Scan,50th Percentile,2020,Hours,2040.0
Provincial,Alberta,MRI Scan,Volume,2020,Number of cases,56066.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2020,Hours,1176.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2020,Number of cases,499.0
Provincial,Alberta,Radiation Therapy,50th Percentile,2020,Hours,216.0
Provincial,Alberta,Radiation Therapy,Volume,2020,Number of cases,4605.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2020,Hours,504.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2020,Number of cases,1728.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2020,Hours,360.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2020,Number of cases,1817.0
Provincial,British Columbia,CABG,50th Percentile,2020,Hours,100.80000000000001
Provincial,British Columbia,CABG,Volume,2020,Number of cases,907.0
Provincial,British Columbia,Cataract surgery,50th Percentile,2020,Hours,2520.0
Provincial,British Columbia,Cataract surgery,Volume,2020,Number of cases,23197.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2020,Hours,384.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2020,Number of cases,788.0
Provincial,British Columbia,CT Scan,50th Percentile,2020,Hours,504.0
Provincial,British Columbia,CT Scan,Volume,2020,Number of cases,117656.0
Provincial,British Columbia,Hip Fracture Repair,50th Percentile,2020,Hours,28.416666666666668
Provincial,British Columbia,Hip Fracture Repair,Volume,2020,Number of cases,2370.0
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,25.108333335
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,0.0
Provincial,British Columbia,Hip Replacement,50th Percentile,2020,Hours,3792.0
Provincial,British Columbia,Hip Replacement,Volume,2020,Number of cases,2466.0
Provincial,British Columbia,Knee Replacement,50th Percentile,2020,Hours,4392.0
Provincial,British Columbia,Knee Replacement,Volume,2020,Number of cases,3569.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2020,Hours,360.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2020,Number of cases,496.0
Provincial,British Columbia,MRI Scan,50th Percentile,2020,Hours,1680.0
Provincial,British Columbia,MRI Scan,Volume,2020,Number of cases,62815.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2020,Hours,720.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2020,Number of cases,505.0
Provincial,British Columbia,Radiation Therapy,50th Percentile,2020,Hours,288.0
Provincial,British Columbia,Radiation Therapy,Volume,2020,Number of cases,6596.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2020,Hours,600.0
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2020,Number of cases,0.0
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2020,Hours,528.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2020,Number of cases,199.0
Provincial,Manitoba,CABG,50th Percentile,2020,Hours,168.0
Provincial,Manitoba,CABG,Volume,2020,Number of cases,165.0
Provincial,Manitoba,Cataract surgery,50th Percentile,2020,Hours,5136.0
Provincial,Manitoba,Cataract surgery,Volume,2020,Number of cases,2646.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2020,Hours,480.0
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2020,Number of cases,0.0
Provincial,Manitoba,CT Scan,50th Percentile,2020,Hours,504.0
Provincial,Manitoba,CT Scan,Volume,2020,Number of cases,43330.0
Provincial,Manitoba,Hip Fracture Repair,50th Percentile,2020,Hours,17.65
Provincial,Manitoba,Hip Fracture Repair,Volume,2020,Number of cases,610.0
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,25.108333335
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,0.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2020,Hours,4704.0
Provincial,Manitoba,Hip Replacement,Volume,2020,Number of cases,719.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2020,Hours,5712.0
Provincial,Manitoba,Knee Replacement,Volume,2020,Number of cases,1150.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2020,Hours,600.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2020,Number of cases,127.0
Provincial,Manitoba,MRI Scan,50th Percentile,2020,Hours,1992.0
Provincial,Manitoba,MRI Scan,Volume,2020,Number of cases,27630.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2020,Hours,972.0
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2020,Number of cases,0.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2020,Hours,216.0
Provincial,Manitoba,Radiation Therapy,Volume,2020,Number of cases,1850.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2020,Hours,600.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2020,Number of cases,249.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2020,Hours,480.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2020,Number of cases,287.0
Provincial,New Brunswick,CABG,50th Percentile,2020,Hours,192.0
Provincial,New Brunswick,CABG,Volume,2020,Number of cases,216.0
Provincial,New Brunswick,Cataract surgery,50th Percentile,2020,Hours,2352.0
Provincial,New Brunswick,Cataract surgery,Volume,2020,Number of cases,4540.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2020,Hours,408.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2020,Number of cases,173.0
Provincial,New Brunswick,CT Scan,50th Percentile,2020,Hours,504.0
Provincial,New Brunswick,CT Scan,Volume,2020,Number of cases,0.0
Provincial,New Brunswick,Hip Fracture Repair,50th Percentile,2020,Hours,17.95
Provincial,New Brunswick,Hip Fracture Repair,Volume,2020,Number of cases,371.0
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,25.108333335
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,0.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2020,Hours,6432.0
Provincial,New Brunswick,Hip Replacement,Volume,2020,Number of cases,446.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2020,Hours,7104.0
Provincial,New Brunswick,Knee Replacement,Volume,2020,Number of cases,650.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2020,Hours,768.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2020,Number of cases,76.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2020,Hours,1152.0
Provincial,New Brunswick,MRI Scan,Volume,2020,Number of cases,0.0
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2020,Hours,1032.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2020,Number of cases,65.0
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2020,Hours,240.0
Provincial,New Brunswick,Radiation Therapy,Volume,2020,Number of cases,1034.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2020,Hours,480.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2020,Number of cases,114.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2020,Hours,336.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2020,Number of cases,165.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2020,Hours,216.0
Provincial,Newfoundland and Labrador,CABG,Volume,2020,Number of cases,116.0
Provincial,Newfoundland and Labrador,Cataract surgery,50th Percentile,2020,Hours,6336.0
Provincial,Newfoundland and Labrador,Cataract surgery,Volume,2020,Number of cases,527.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2020,Hours,288.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2020,Number of cases,122.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2020,Hours,504.0
Provincial,Newfoundland and Labrador,CT Scan,Volume,2020,Number of cases,34588.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair,50th Percentile,2020,Hours,25.03333333333333
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2020,Number of cases,258.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,24.52
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,174.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2020,Hours,4896.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2020,Number of cases,163.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2020,Hours,6864.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2020,Number of cases,229.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2020,Hours,456.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2020,Number of cases,32.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2020,Hours,1152.0
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2020,Number of cases,8042.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2020,Hours,1224.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2020,Number of cases,48.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2020,Hours,384.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2020,Number of cases,528.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2020,Hours,672.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2020,Number of cases,333.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2020,Hours,384.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2020,Number of cases,338.0
Provincial,Nova Scotia,CABG,50th Percentile,2020,Hours,216.0
Provincial,Nova Scotia,CABG,Volume,2020,Number of cases,138.0
Provincial,Nova Scotia,Cataract surgery,50th Percentile,2020,Hours,4440.0
Provincial,Nova Scotia,Cataract surgery,Volume,2020,Number of cases,2031.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2020,Hours,576.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2020,Number of cases,184.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2020,Hours,504.0
Provincial,Nova Scotia,CT Scan,Volume,2020,Number of cases,23672.0
Provincial,Nova Scotia,Hip Fracture Repair,50th Percentile,2020,Hours,21.558333333333334
Provincial,Nova Scotia,Hip Fracture Repair,Volume,2020,Number of cases,488.0
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,25.108333335
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,0.0
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2020,Hours,4560.0
Provincial,Nova Scotia,Hip Replacement,Volume,2020,Number of cases,390.0
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2020,Hours,6480.0
Provincial,Nova Scotia,Knee Replacement,Volume,2020,Number of cases,545.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2020,Hours,504.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2020,Number of cases,139.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2020,Hours,888.0
Provincial,Nova Scotia,MRI Scan,Volume,2020,Number of cases,7683.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2020,Hours,1272.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2020,Number of cases,99.0
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2020,Hours,240.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2020,Number of cases,1518.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2020,Hours,480.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2020,Number of cases,4799.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2020,Hours,360.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2020,Number of cases,4530.0
Provincial,Ontario,CABG,50th Percentile,2020,Hours,144.0
Provincial,Ontario,CABG,Volume,2020,Number of cases,2338.0
Provincial,Ontario,Cataract surgery,50th Percentile,2020,Hours,3648.0
Provincial,Ontario,Cataract surgery,Volume,2020,Number of cases,29199.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2020,Hours,384.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2020,Number of cases,1908.0
Provincial,Ontario,CT Scan,50th Percentile,2020,Hours,72.0
Provincial,Ontario,CT Scan,Volume,2020,Number of cases,401108.0
Provincial,Ontario,Hip Fracture Repair,50th Percentile,2020,Hours,24.2
Provincial,Ontario,Hip Fracture Repair,Volume,2020,Number of cases,5381.0
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,29.65
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,5061.0
Provincial,Ontario,Hip Replacement,50th Percentile,2020,Hours,3384.0
Provincial,Ontario,Hip Replacement,Volume,2020,Number of cases,5281.0
Provincial,Ontario,Knee Replacement,50th Percentile,2020,Hours,3912.0
Provincial,Ontario,Knee Replacement,Volume,2020,Number of cases,7612.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2020,Hours,432.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2020,Number of cases,1295.0
Provincial,Ontario,MRI Scan,50th Percentile,2020,Hours,624.0
Provincial,Ontario,MRI Scan,Volume,2020,Number of cases,246448.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2020,Hours,984.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2020,Number of cases,1042.0
Provincial,Ontario,Radiation Therapy,50th Percentile,2020,Hours,216.0
Provincial,Ontario,Radiation Therapy,Volume,2020,Number of cases,16121.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2020,Hours,444.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2020,Number of cases,47.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2020,Hours,264.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2020,Number of cases,47.0
